agentId;time;posX;posZ;speed;localDensity
140;9,7400;-0,5857;1,2452;0,6370;0,2387
128;9,7400;-0,0312;0,0347;1,3467;0,2387
116;9,7400;1,2616;4,0708;1,3608;0,2387
109;9,7400;-2,4997;0,8838;1,7806;0,2387
107;9,7400;2,1336;1,5084;1,1340;0,2387
86;9,7400;-1,2823;1,7476;1,1177;0,2387
71;9,7400;0,8178;2,9440;1,2068;0,2387
64;9,7400;0,6359;1,3192;1,0444;0,2387
47;9,7400;-4,2088;0,2893;1,8260;0,2387
44;9,7400;-1,8328;-0,9098;2,0622;0,2387
7;9,7400;3,5490;-0,5118;1,2068;0,2387
5;9,7400;1,4398;-0,4284;1,4214;0,2387
611;10,2600;0,1859;4,9579;1,4074;0,1592
587;10,2600;-0,3654;0,9014;0,9895;0,1592
581;10,2600;3,7065;-0,2058;1,1547;0,1592
571;10,2600;1,8272;0,8063;0,6248;0,1592
570;10,2600;3,7280;0,3284;1,2017;0,1592
559;10,2600;0,2100;1,6409;0,9966;0,1592
558;10,2600;2,6772;1,3560;1,0285;0,1592
555;10,2600;1,3163;-0,0175;2,3913;0,1592
551;10,2600;4,8396;1,5975;1,0571;0,1592
548;10,2600;1,4700;2,1332;0,8040;0,1592
524;10,2600;5,1283;0,1144;1,2404;0,1592
517;10,2600;2,1779;1,8631;0,9983;0,1592
513;10,2600;-0,9866;5,8105;1,1801;0,1592
511;10,2600;0,5030;3,4856;1,4591;0,1592
504;10,2600;4,9296;2,0948;1,6659;0,1592
489;10,2600;0,0435;2,3369;0,9931;0,1592
476;10,2600;1,0428;1,0274;1,4507;0,1592
456;10,2600;-1,3996;0,5264;1,3652;0,1592
449;10,2600;-0,1384;3,2546;1,0579;0,1592
446;10,2600;0,3482;-3,7992;1,5860;0,1592
443;10,2600;-0,8897;-0,6428;1,6492;0,1592
419;10,2600;2,6462;2,5417;1,1273;0,1592
412;10,2600;4,3934;1,0648;1,1388;0,1592
404;10,2600;5,9908;2,4680;1,4092;0,1592
